nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date
Team Julia,"Playing the Jeopardy! Round: Ben Ingram, a business technology integration consultant from Lake Wylie, South Carolina","$15,600","J! Archive - Show #7936, aired 2019-02-25",Playing the Jeopardy! Round: Ben Ingram,a business technology integration consultant,"Lake Wylie, South Carolina",J! Archive - Show #7936,2019-02-25
Team Buzzy,"Playing the Final Jeopardy! Round: Larissa Kelly, an editor for academic competitions from Richmond, California",$0,"J! Archive - Show #7935, aired 2019-02-22",Playing the Final Jeopardy! Round: Larissa Kelly,an editor for academic competitions,"Richmond, California",J! Archive - Show #7935,2019-02-22
Team Colby,"Playing the Double Jeopardy! Round: Brad Rutter, an actor and producer from Los Angeles, California","$21,800","J! Archive - Show #7935, aired 2019-02-22",Playing the Double Jeopardy! Round: Brad Rutter,an actor and producer,"Los Angeles, California",J! Archive - Show #7935,2019-02-22
Team Brad,"Playing the Jeopardy! Round: David Madden, an academic competition director from Ridgewood, New Jersey","$8,400","J! Archive - Show #7935, aired 2019-02-22",Playing the Jeopardy! Round: David Madden,an academic competition director,"Ridgewood, New Jersey",J! Archive - Show #7935,2019-02-22
Team Buzzy,"Playing the Final Jeopardy! Round: David Madden, an academic competition director from Ridgewood, New Jersey","$8,400","J! Archive - Show #7934, aired 2019-02-21",Playing the Final Jeopardy! Round: David Madden,an academic competition director,"Ridgewood, New Jersey",J! Archive - Show #7934,2019-02-21
Team Colby,"Playing the Double Jeopardy! Round: Larissa Kelly, an editor for academic competitions from Richmond, California","$8,400","J! Archive - Show #7934, aired 2019-02-21",Playing the Double Jeopardy! Round: Larissa Kelly,an editor for academic competitions,"Richmond, California",J! Archive - Show #7934,2019-02-21
Team Brad,"Playing the Jeopardy! Round: Brad Rutter, an actor and producer from Los Angeles, California","$8,400","J! Archive - Show #7934, aired 2019-02-21",Playing the Jeopardy! Round: Brad Rutter,an actor and producer,"Los Angeles, California",J! Archive - Show #7934,2019-02-21
Team Buzzy,"Playing the Final Jeopardy! Round: David Madden, an academic competition director from Ridgewood, New Jersey","$8,400","J! Archive - Show #7933, aired 2019-02-20",Playing the Final Jeopardy! Round: David Madden,an academic competition director,"Ridgewood, New Jersey",J! Archive - Show #7933,2019-02-20
Team Colby,"Playing the Double Jeopardy! Round: Larissa Kelly, an editor for academic competitions from Richmond, California","$8,400","J! Archive - Show #7933, aired 2019-02-20",Playing the Double Jeopardy! Round: Larissa Kelly,an editor for academic competitions,"Richmond, California",J! Archive - Show #7933,2019-02-20
Team Brad,"Playing the Jeopardy! Round: Brad Rutter, an actor and producer from Los Angeles, California","$8,400","J! Archive - Show #7933, aired 2019-02-20",Playing the Jeopardy! Round: Brad Rutter,an actor and producer,"Los Angeles, California",J! Archive - Show #7933,2019-02-20
Rachel,"Rachel Fabi, a professor of public health and bioethics from Syracuse, New York (whose 1-day cash winnings total $8,400)","$5,600","J! Archive - Show #7932, aired 2019-02-19",Rachel Fabi,a professor of public health and bioethics,"Syracuse, New York",J! Archive - Show #7932,2019-02-19
Matt,"Matt Masich, a writer and editor from Denver, Colorado","$23,999","J! Archive - Show #7932, aired 2019-02-19",Matt Masich,a writer and editor,"Denver, Colorado",J! Archive - Show #7932,2019-02-19
Dana,"Dana Wayne, an educator from North Hollywood, California","$26,401","J! Archive - Show #7932, aired 2019-02-19",Dana Wayne,an educator,"North Hollywood, California",J! Archive - Show #7932,2019-02-19
Amanda,"Amanda Holm, a project manager from Livonia, Michigan (whose 1-day cash winnings total $13,200)","$8,399","J! Archive - Show #7931, aired 2019-02-18",Amanda Holm,a project manager,"Livonia, Michigan",J! Archive - Show #7931,2019-02-18
Rachel,"Rachel Fabi, a professor of public health and bioethics from Syracuse, New York","$8,400","J! Archive - Show #7931, aired 2019-02-18",Rachel Fabi,a professor of public health and bioethics,"Syracuse, New York",J! Archive - Show #7931,2019-02-18
Doug,"Doug Wilham, a high school athletic director from Louisville, Kentucky","$1,599","J! Archive - Show #7931, aired 2019-02-18",Doug Wilham,a high school athletic director,"Louisville, Kentucky",J! Archive - Show #7931,2019-02-18
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 4-day cash winnings total $105,602)","$6,199","J! Archive - Show #7930, aired 2019-02-15",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7930,2019-02-15
Amanda,"Amanda Holm, a project manager from Livonia, Michigan","$13,200","J! Archive - Show #7930, aired 2019-02-15",Amanda Holm,a project manager,"Livonia, Michigan",J! Archive - Show #7930,2019-02-15
Mark,"Mark Smith, an environmental scientist from Salem, Ohio","$6,000","J! Archive - Show #7930, aired 2019-02-15",Mark Smith,an environmental scientist,"Salem, Ohio",J! Archive - Show #7930,2019-02-15
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 3-day cash winnings total $91,201)","$14,401","J! Archive - Show #7929, aired 2019-02-14",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7929,2019-02-14
Alex,"Alex Miller Murphy, a public relations specialist from Washington, D.C.","$2,000","J! Archive - Show #7929, aired 2019-02-14",Alex Miller Murphy,a public relations specialist,"Washington, D.C.",J! Archive - Show #7929,2019-02-14
Mitch,"Mitch Rodricks, an attorney from Oakland, California","$5,400","J! Archive - Show #7929, aired 2019-02-14",Mitch Rodricks,an attorney,"Oakland, California",J! Archive - Show #7929,2019-02-14
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 2-day cash winnings total $76,901)","$14,300","J! Archive - Show #7928, aired 2019-02-13",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7928,2019-02-13
Susie,"Susie Highley, an education consultant from McCordsville, Indiana","$2,600","J! Archive - Show #7928, aired 2019-02-13",Susie Highley,an education consultant,"McCordsville, Indiana",J! Archive - Show #7928,2019-02-13
Seth,"Seth Birnbaum, a marketing manager from Seattle, Washington",$1,"J! Archive - Show #7928, aired 2019-02-13",Seth Birnbaum,a marketing manager,"Seattle, Washington",J! Archive - Show #7928,2019-02-13
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas (whose 1-day cash winnings total $48,001)","$28,900","J! Archive - Show #7927, aired 2019-02-12",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7927,2019-02-12
Rob,"Rob Williams, a renewable energy manager from Portland, Oregon","$12,801","J! Archive - Show #7927, aired 2019-02-12",Rob Williams,a renewable energy manager,"Portland, Oregon",J! Archive - Show #7927,2019-02-12
Ellen,"Ellen Clark, a sales support specialist from Virginia Beach, Virginia","$10,401","J! Archive - Show #7927, aired 2019-02-12",Ellen Clark,a sales support specialist,"Virginia Beach, Virginia",J! Archive - Show #7927,2019-02-12
Bif,"Bif Reiser, a mathematician from Portland, Oregon (whose 3-day cash winnings total $69,400)","$27,801","J! Archive - Show #7926, aired 2019-02-11",Bif Reiser,a mathematician,"Portland, Oregon",J! Archive - Show #7926,2019-02-11
Karen,"Karen Bascom Lambiotte, a science writer from Vicksburg, Mississippi","$14,000","J! Archive - Show #7926, aired 2019-02-11",Karen Bascom Lambiotte,a science writer,"Vicksburg, Mississippi",J! Archive - Show #7926,2019-02-11
Eric,"Eric R. Backes, an attorney and government relations professional from Round Rock, Texas","$48,001","J! Archive - Show #7926, aired 2019-02-11",Eric R. Backes,an attorney and government relations professional,"Round Rock, Texas",J! Archive - Show #7926,2019-02-11
Bif,"Bif Reiser, a mathematician from Portland, Oregon (whose 2-day cash winnings total $60,801)","$8,599","J! Archive - Show #7925, aired 2019-02-08",Bif Reiser,a mathematician,"Portland, Oregon",J! Archive - Show #7925,2019-02-08
Josh?,"Josh Duggan, a production coordinator from Los Angeles, California","$3,999","J! Archive - Show #7925, aired 2019-02-08",Josh Duggan,a production coordinator,"Los Angeles, California",J! Archive - Show #7925,2019-02-08
Rebecca,"Rebecca Nowack, a government contractor from Leawood, Kansas","$7,000","J! Archive - Show #7925, aired 2019-02-08",Rebecca Nowack,a government contractor,"Leawood, Kansas",J! Archive - Show #7925,2019-02-08
Bif,"Bif Reiser, a mathematician from Portland, Oregon (whose 1-day cash winnings total $28,001)","$32,800","J! Archive - Show #7924, aired 2019-02-07",Bif Reiser,a mathematician,"Portland, Oregon",J! Archive - Show #7924,2019-02-07
Amanda,"Amanda Basta, an attorney from Arlington, Virginia","$6,399","J! Archive - Show #7924, aired 2019-02-07",Amanda Basta,an attorney,"Arlington, Virginia",J! Archive - Show #7924,2019-02-07
Alan,"Alan Florendo, a software developer from St. Louis, Missouri","$8,000","J! Archive - Show #7924, aired 2019-02-07",Alan Florendo,a software developer,"St. Louis, Missouri",J! Archive - Show #7924,2019-02-07
Will,"Will Dawson, a tour guide from Washington, D.C. (whose 3-day cash winnings total $70,601)",$0,"J! Archive - Show #7923, aired 2019-02-06",Will Dawson,a tour guide,"Washington, D.C.",J! Archive - Show #7923,2019-02-06
Bryan,"Bryan Coyle, a high school English teacher from Minneapolis, Minnesota",$500,"J! Archive - Show #7923, aired 2019-02-06",Bryan Coyle,a high school English teacher,"Minneapolis, Minnesota",J! Archive - Show #7923,2019-02-06
Bif,"Bif Reiser, a mathematician from Portland, Oregon","$28,001","J! Archive - Show #7923, aired 2019-02-06",Bif Reiser,a mathematician,"Portland, Oregon",J! Archive - Show #7923,2019-02-06
Will,"Will Dawson, a tour guide from Washington, D.C. (whose 2-day cash winnings total $55,002)","$15,599","J! Archive - Show #7922, aired 2019-02-05",Will Dawson,a tour guide,"Washington, D.C.",J! Archive - Show #7922,2019-02-05
Jade,"Jade Ryan, a student from Gainesville, Florida",$1,"J! Archive - Show #7922, aired 2019-02-05",Jade Ryan,a student,"Gainesville, Florida",J! Archive - Show #7922,2019-02-05
John,"John Fowle, a landscaper from New Orleans, Louisiana","$1,000","J! Archive - Show #7922, aired 2019-02-05",John Fowle,a landscaper,"New Orleans, Louisiana",J! Archive - Show #7922,2019-02-05
Will,"Will Dawson, a tour guide from Washington, D.C. (whose 1-day cash winnings total $32,601)","$22,401","J! Archive - Show #7921, aired 2019-02-04",Will Dawson,a tour guide,"Washington, D.C.",J! Archive - Show #7921,2019-02-04
Susan,"Susan Campbell, a research scientist from Baltimore, Maryland","$11,800","J! Archive - Show #7921, aired 2019-02-04",Susan Campbell,a research scientist,"Baltimore, Maryland",J! Archive - Show #7921,2019-02-04
Morgan,"Morgan Burns, an accountant from Somerville, Massachusetts","$21,201","J! Archive - Show #7921, aired 2019-02-04",Morgan Burns,an accountant,"Somerville, Massachusetts",J! Archive - Show #7921,2019-02-04
Meghan,"Meghan Schulz, an environmental engineer from Bristol, Pennsylvania (whose 1-day cash winnings total $27,190)","$31,100","J! Archive - Show #7920, aired 2019-02-01",Meghan Schulz,an environmental engineer,"Bristol, Pennsylvania",J! Archive - Show #7920,2019-02-01
Will,"Will Dawson, a tour guide from Washington, D.C.","$32,601","J! Archive - Show #7920, aired 2019-02-01",Will Dawson,a tour guide,"Washington, D.C.",J! Archive - Show #7920,2019-02-01
Karen,"Karen Gieger, an accountant and mom from Mobile, Alabama","$16,800","J! Archive - Show #7920, aired 2019-02-01",Karen Gieger,an accountant and mom,"Mobile, Alabama",J! Archive - Show #7920,2019-02-01
Joan,"Joan Dietrich, a Montessori teacher from Sammamish, Washington (whose 1-day cash winnings total $21,300)","$7,500","J! Archive - Show #7919, aired 2019-01-31",Joan Dietrich,a Montessori teacher,"Sammamish, Washington",J! Archive - Show #7919,2019-01-31
Meghan,"Meghan Schulz, an environmental engineer from Bristol, Pennsylvania","$27,190","J! Archive - Show #7919, aired 2019-01-31",Meghan Schulz,an environmental engineer,"Bristol, Pennsylvania",J! Archive - Show #7919,2019-01-31
J.B.,"J.B. Evans, an attorney from Boise, Idaho",$799,"J! Archive - Show #7919, aired 2019-01-31",J.B. Evans,an attorney,"Boise, Idaho",J! Archive - Show #7919,2019-01-31
Jill,"Jill Regan, an auditor from Dedham, Massachusetts (whose 2-day cash winnings total $51,602)","$4,799","J! Archive - Show #7918, aired 2019-01-30",Jill Regan,an auditor,"Dedham, Massachusetts",J! Archive - Show #7918,2019-01-30
Sean,"Sean Thompson, a library assistant from Quispamsis, New Brunswick, Canada","$15,199","J! Archive - Show #7918, aired 2019-01-30",Sean Thompson,a library assistant,"Quispamsis, New Brunswick, Canada",J! Archive - Show #7918,2019-01-30
Joan,"Joan Dietrich, a Montessori teacher from Sammamish, Washington","$21,300","J! Archive - Show #7918, aired 2019-01-30",Joan Dietrich,a Montessori teacher,"Sammamish, Washington",J! Archive - Show #7918,2019-01-30
Jill,"Jill Regan, an auditor from Dedham, Massachusetts (whose 1-day cash winnings total $31,601)","$20,001","J! Archive - Show #7917, aired 2019-01-29",Jill Regan,an auditor,"Dedham, Massachusetts",J! Archive - Show #7917,2019-01-29
Chris,"Chris Whalen, an editor from Austin, Texas","$14,401","J! Archive - Show #7917, aired 2019-01-29",Chris Whalen,an editor,"Austin, Texas",J! Archive - Show #7917,2019-01-29
Niño,"Niño Yosinao, a development assistant and data analyst from San Francisco, California","$1,599","J! Archive - Show #7917, aired 2019-01-29",Niño Yosinao,a development assistant and data analyst,"San Francisco, California",J! Archive - Show #7917,2019-01-29
Steve-O,"Steven Oppenheim, a supply chain analyst from Shaker Heights, Ohio (whose 1-day cash winnings total $33,201)","$31,500","J! Archive - Show #7916, aired 2019-01-28",Steven Oppenheim,a supply chain analyst,"Shaker Heights, Ohio",J! Archive - Show #7916,2019-01-28
Jill,"Jill Regan, an auditor from Dedham, Massachusetts","$31,601","J! Archive - Show #7916, aired 2019-01-28",Jill Regan,an auditor,"Dedham, Massachusetts",J! Archive - Show #7916,2019-01-28
Saurabh,"Saurabh Kapadia, a finance analyst from New York, New York","$5,000","J! Archive - Show #7916, aired 2019-01-28",Saurabh Kapadia,a finance analyst,"New York, New York",J! Archive - Show #7916,2019-01-28
Aaron,"Aaron Lichtig, a growth marketer from Silver Spring, Maryland (whose 1-day cash winnings total $14,401)","$13,300","J! Archive - Show #7915, aired 2019-01-25",Aaron Lichtig,a growth marketer,"Silver Spring, Maryland",J! Archive - Show #7915,2019-01-25
Christopher,"Christopher Records, a nonprofit consultant from Los Angeles, California",$0,"J! Archive - Show #7915, aired 2019-01-25",Christopher Records,a nonprofit consultant,"Los Angeles, California",J! Archive - Show #7915,2019-01-25
Steve-O,"Steven Oppenheim, a supply chain analyst from Shaker Heights, Ohio","$33,201","J! Archive - Show #7915, aired 2019-01-25",Steven Oppenheim,a supply chain analyst,"Shaker Heights, Ohio",J! Archive - Show #7915,2019-01-25
Rachel,"Rachel Paterno-Mahler, an astrophysicist from Playa del Rey, California (whose 1-day cash winnings total $29,600)","-$1,600","J! Archive - Show #7914, aired 2019-01-24",Rachel Paterno-Mahler,an astrophysicist,"Playa del Rey, California",J! Archive - Show #7914,2019-01-24
